Old_ID,New_geneID,gene_description,New_geneName
Milk17G0150.1,XNS17G0150.1,abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111],ABHD18(2of6)
Milk17G0151.1,XNS17G0151.1,abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111],ABHD18(3of6)
Milk17G0152.1,XNS17G0152.1,abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111],ABHD18(4of6)
Milk18G1304.1,XNS18G1304.1,abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111],ABHD18(5of6)
Milk18G1305.1,XNS18G1305.1,abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111],ABHD18(6of6)
Milk21G0161.1,XNS21G0161.1,"abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]",ABHD2
Milk24G0196.1,XNS24G0196.1,"abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]",ABHD3
Milk10G0795.1,XNS10G0795.1,"abhydrolase domain containing 4, N-acyl phospholipase B [Source:HGNC Symbol;Acc:HGNC:20154]",ABHD4
Milk22G0162.1,XNS22G0162.1,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]",ABHD5
Milk22G0308.1,XNS22G0308.1,"abhydrolase domain containing 6, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:21398]",ABHD6
Milk07G1323.1,XNS07G1323.1,abhydrolase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23759],ABHD8
Milk19G0746.1,XNS19G0746.1,ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859],ABI3
Milk01G0186.1,XNS01G0186.1,ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265],ABI3BP
Milk13G0091.1,XNS13G0091.1,abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320],ABI1
Milk02G0525.1,XNS02G0525.1,abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011],ABI2
Milk11G1017.1,XNS11G1017.1,"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]",ABL1(1of3)
Milk11G1018.1,XNS11G1018.1,"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]",ABL1(2of3)
Milk11G1019.1,XNS11G1019.1,"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]",ABL1(3of3)
Milk16G0666.1,XNS16G0666.1,"ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]",ABL2(1of3)
Milk16G0667.1,XNS16G0667.1,"ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]",ABL2(2of3)
Milk16G0668.1,XNS16G0668.1,"ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]",ABL2(3of3)
Milk11G1118.1,XNS11G1118.1,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",ABO(1of3)
Milk18G0993.1,XNS18G0993.1,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",ABO(2of3)
Milk18G0994.1,XNS18G0994.1,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",ABO(3of3)
Milk19G1203.1,XNS19G1203.1,ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81],ABR(1of3)
Milk19G1204.1,XNS19G1204.1,ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81],ABR(2of3)
Milk19G1205.1,XNS19G1205.1,ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81],ABR(3of3)
Milk09G0413.1,XNS09G0413.1,ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230],ABRACL
Milk06G0570.1,XNS06G0570.1,"abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]",ABRAXAS1
Milk18G0063.1,XNS18G0063.1,"abraxas 2, BRISC complex subunit [Source:HGNC Symbol;Acc:HGNC:28975]",ABRAXAS2(1of2)
Milk26G0133.1,XNS26G0133.1,"abraxas 2, BRISC complex subunit [Source:HGNC Symbol;Acc:HGNC:28975]",ABRAXAS2(2of2)
Milk18G1150.1,XNS18G1150.1,ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070],ACD
Milk17G0258.1,XNS17G0258.1,acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298],AACS
Milk15G0920.1,XNS15G0920.1,acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93],ACAT1
Milk09G0584.1,XNS09G0584.1,acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94],ACAT2
Milk22G0087.1,XNS22G0087.1,acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82],ACAA1
Milk24G0332.1,XNS24G0332.1,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83],ACAA2
Milk19G1368.1,XNS19G1368.1,acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84],ACACA
Milk17G0488.1,XNS17G0488.1,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85],ACACB(1of4)
Milk17G0489.1,XNS17G0489.1,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85],ACACB(2of4)
Milk17G0490.1,XNS17G0490.1,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85],ACACB(3of4)
Milk17G0491.1,XNS17G0491.1,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85],ACACB(4of4)
Milk25G0256.1,XNS25G0256.1,acetylcholinesterase (Cartwright blood group) [Source:HGNC Symbol;Acc:HGNC:108],ACHE(1of2)
Milk25G0257.1,XNS25G0257.1,acetylcholinesterase (Cartwright blood group) [Source:HGNC Symbol;Acc:HGNC:108],ACHE(2of2)
Milk0G1125.1,XNS0G1125.1,acetylserotonin O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:750],ASMT
Milk0G1118.1,XNS0G1118.1,acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751],ASMTL
Milk05G0806.1,XNS05G0806.1,achaete-scute family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:738],ASCL1
Milk29G0632.1,XNS29G0632.1,achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739],ASCL2
Milk15G0647.1,XNS15G0647.1,achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:740],ASCL3
Milk05G0763.1,XNS05G0763.1,achaete-scute family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24311],ASCL4
Milk16G0859.1,XNS16G0859.1,achaete-scute family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:33169],ASCL5(1of2)
Milk16G0860.1,XNS16G0860.1,achaete-scute family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:33169],ASCL5(2of2)
Milk08G0005.1,XNS08G0005.1,acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122],ACP1
Milk15G0233.1,XNS15G0233.1,"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]",ACP2
Milk01G0798.1,XNS01G0798.1,acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125],ACP3(1of2)
Milk01G0799.1,XNS01G0799.1,acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125],ACP3(2of2)
Milk18G0353.1,XNS18G0353.1,acid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:14376],ACP4
Milk07G1016.1,XNS07G1016.1,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]",ACP5
Milk03G1107.1,XNS03G1107.1,"acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]",ACP6
Milk18G0852.1,XNS18G0852.1,"acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]",ACP7
Milk05G1196.1,XNS05G1196.1,acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100],ASIC1(1of4)
Milk05G1197.1,XNS05G1197.1,acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100],ASIC1(2of4)
Milk05G1198.1,XNS05G1198.1,acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100],ASIC1(3of4)
Milk05G1199.1,XNS05G1199.1,acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100],ASIC1(4of4)
Milk19G1309.1,XNS19G1309.1,acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99],ASIC2(1of2)
Milk19G1310.1,XNS19G1310.1,acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99],ASIC2(2of2)
Milk02G0680.1,XNS02G0680.1,acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263],ASIC4(1of2)
Milk02G0681.1,XNS02G0681.1,acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263],ASIC4(2of2)
Milk17G0207.1,XNS17G0207.1,acid sensing ion channel subunit family member 5 [Source:HGNC Symbol;Acc:HGNC:17537],ASIC5
Milk10G0932.1,XNS10G0932.1,acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233],ANP32A
Milk08G0479.1,XNS08G0479.1,acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677],ANP32B(1of3)
Milk08G0480.1,XNS08G0480.1,acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677],ANP32B(2of3)
Milk20G0139.1,XNS20G0139.1,acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677],ANP32B(3of3)
Milk03G1592.1,XNS03G1592.1,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673],ANP32E
Milk09G0525.1,XNS09G0525.1,acidic residue methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17872],ARMT1
Milk08G0034.1,XNS08G0034.1,acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576],ADI1
Milk08G0884.1,XNS08G0884.1,aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117],ACO1
Milk05G0201.1,XNS05G0201.1,aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118],ACO2(1of2)
Milk05G0202.1,XNS05G0202.1,aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118],ACO2(2of2)
Milk12G0322.1,XNS12G0322.1,aconitate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:33904],ACOD1
Milk05G0009.1,XNS05G0009.1,acrosin [Source:HGNC Symbol;Acc:HGNC:126],ACR(1of2)
Milk05G0010.1,XNS05G0010.1,acrosin [Source:HGNC Symbol;Acc:HGNC:126],ACR(2of2)
Milk29G0242.1,XNS29G0242.1,acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127],ACRV1(1of2)
Milk29G0243.1,XNS29G0243.1,acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127],ACRV1(2of2)
Milk28G0023.1,XNS28G0023.1,"actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]",ACTA1
Milk26G0519.1,XNS26G0519.1,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]",ACTA2
Milk10G0654.1,XNS10G0654.1,actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143],ACTC1
Milk25G0123.1,XNS25G0123.1,actin beta [Source:HGNC Symbol;Acc:HGNC:132],ACTB
Milk26G0244.1,XNS26G0244.1,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],ABLIM1
Milk06G0692.1,XNS06G0692.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(1of8)
Milk06G0694.1,XNS06G0694.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(2of8)
Milk06G0695.1,XNS06G0695.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(3of8)
Milk06G0696.1,XNS06G0696.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(4of8)
Milk06G0697.1,XNS06G0697.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(5of8)
Milk06G0698.1,XNS06G0698.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(6of8)
Milk06G0701.1,XNS06G0701.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(7of8)
Milk06G0702.1,XNS06G0702.1,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],ABLIM2(8of8)
Milk07G0270.1,XNS07G0270.1,actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132],ABLIM3
Milk14G0174.1,XNS14G0174.1,actin binding Rho activating protein [Source:HGNC Symbol;Acc:HGNC:30655],ABRA
Milk08G0164.1,XNS08G0164.1,actin binding transcription modulator [Source:HGNC Symbol;Acc:HGNC:1364],ABITRAM
Milk06G0688.1,XNS06G0688.1,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017],AFAP1(1of2)
Milk06G0689.1,XNS06G0689.1,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017],AFAP1(2of2)
Milk07G0269.1,XNS07G0269.1,actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714],AFAP1L1
Milk26G0246.1,XNS26G0246.1,actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901],AFAP1L2
Milk19G0280.1,XNS19G0280.1,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144],ACTG1
Milk11G0187.1,XNS11G0187.1,"actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]",ACTG2(1of2)
Milk29G0672.1,XNS29G0672.1,"actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]",ACTG2(2of2)
Milk01G0506.1,XNS01G0506.1,actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124],ACTL6A
Milk22G0456.1,XNS22G0456.1,actin like 7B [Source:HGNC Symbol;Acc:HGNC:162],ACTL7B
Milk02G1109.1,XNS02G1109.1,actin like 8 [Source:HGNC Symbol;Acc:HGNC:24018],ACTL8
Milk10G0315.1,XNS10G0315.1,actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372],ACTR10
Milk26G0333.1,XNS26G0333.1,actin related protein 1A [Source:HGNC Symbol;Acc:HGNC:167],ACTR1A
Milk11G0075.1,XNS11G0075.1,actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168],ACTR1B
Milk11G0555.1,XNS11G0555.1,actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169],ACTR2
Milk21G0176.1,XNS21G0176.1,actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782],ARPIN
Milk25G0182.1,XNS25G0182.1,actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703],ARPC1A(1of2)
Milk27G0298.1,XNS27G0298.1,actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703],ARPC1A(2of2)
Milk25G0183.1,XNS25G0183.1,actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704],ARPC1B
Milk02G0623.1,XNS02G0623.1,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705],ARPC2
Milk17G0339.1,XNS17G0339.1,actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706],ARPC3(1of2)
Milk18G0173.1,XNS18G0173.1,actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706],ARPC3(2of2)
Milk02G0021.1,XNS02G0021.1,actin related protein 2/3 complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:707],ARPC4(1of2)
Milk17G0230.1,XNS17G0230.1,actin related protein 2/3 complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:707],ARPC4(2of2)
Milk16G0721.1,XNS16G0721.1,actin related protein 2/3 complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:708],ARPC5
Milk11G0891.1,XNS11G0891.1,actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366],ARPC5L
Milk02G0399.1,XNS02G0399.1,actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170],ACTR3
Milk04G0911.1,XNS04G0911.1,actin related protein 3B [Source:HGNC Symbol;Acc:HGNC:17256],ACTR3B
Milk13G0816.1,XNS13G0816.1,actin related protein 5 [Source:HGNC Symbol;Acc:HGNC:14671],ACTR5
Milk05G0844.1,XNS05G0844.1,actin related protein 6 [Source:HGNC Symbol;Acc:HGNC:24025],ACTR6
Milk22G0343.1,XNS22G0343.1,actin related protein 8 [Source:HGNC Symbol;Acc:HGNC:14672],ACTR8
Milk16G0470.1,XNS16G0470.1,actin related protein T2 [Source:HGNC Symbol;Acc:HGNC:24026],ACTRT2
Milk01G0553.1,XNS01G0553.1,actin related protein T3 [Source:HGNC Symbol;Acc:HGNC:24022],ACTRT3
Milk10G0209.1,XNS10G0209.1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163],ACTN1
Milk28G0102.1,XNS28G0102.1,actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164],ACTN2
Milk29G0780.1,XNS29G0780.1,actinin alpha 3 [Source:HGNC Symbol;Acc:HGNC:165],ACTN3
Milk18G0873.1,XNS18G0873.1,actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166],ACTN4
Milk01G0200.1,XNS01G0200.1,activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400],ALCAM
Milk28G0386.1,XNS28G0386.1,activating signal cointegrator 1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24268],ASCC1(1of3)
Milk28G0387.1,XNS28G0387.1,activating signal cointegrator 1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24268],ASCC1(2of3)
Milk28G0388.1,XNS28G0388.1,activating signal cointegrator 1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24268],ASCC1(3of3)
Milk17G0575.1,XNS17G0575.1,activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103],ASCC2(1of2)
Milk17G0576.1,XNS17G0576.1,activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103],ASCC2(2of2)
Milk09G0239.1,XNS09G0239.1,activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697],ASCC3
Milk05G1208.1,XNS05G1208.1,activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783],ATF1
Milk02G0147.1,XNS02G0147.1,activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784],ATF2
Milk16G0762.1,XNS16G0762.1,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785],ATF3
Milk05G0234.1,XNS05G0234.1,activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786],ATF4(1of2)
Milk06G0131.1,XNS06G0131.1,activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786],ATF4(2of2)
Milk18G0322.1,XNS18G0322.1,activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790],ATF5
Milk03G1195.1,XNS03G1195.1,activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791],ATF6
Milk23G0503.1,XNS23G0503.1,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349],ATF6B
Milk05G1303.1,XNS05G1303.1,activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792],ATF7
Milk05G0570.1,XNS05G0570.1,activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092],ATF7IP
Milk25G0688.1,XNS25G0688.1,activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397],ATF7IP2(1of2)
Milk25G0689.1,XNS25G0689.1,activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397],ATF7IP2(2of2)
Milk05G0492.1,XNS05G0492.1,activation induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203],AICDA
Milk23G0284.1,XNS23G0284.1,activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369],ABT1
Milk10G0088.1,XNS10G0088.1,activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189],AHSA1(1of2)
Milk11G0527.1,XNS11G0527.1,activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189],AHSA1(2of2)
Milk25G0378.1,XNS25G0378.1,activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262],AUTS2
Milk05G1230.1,XNS05G1230.1,activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175],ACVRL1(1of3)
Milk05G1231.1,XNS05G1231.1,activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175],ACVRL1(2of3)
Milk05G1232.1,XNS05G1232.1,activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175],ACVRL1(3of3)
Milk02G0293.1,XNS02G0293.1,activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171],ACVR1(1of3)
Milk02G0294.1,XNS02G0294.1,activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171],ACVR1(2of3)
Milk02G0295.1,XNS02G0295.1,activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171],ACVR1(3of3)
Milk05G1233.1,XNS05G1233.1,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172],ACVR1B(1of3)
Milk05G1234.1,XNS05G1234.1,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172],ACVR1B(2of3)
Milk05G1235.1,XNS05G1235.1,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172],ACVR1B(3of3)
Milk02G0296.1,XNS02G0296.1,activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123],ACVR1C(1of2)
Milk02G0297.1,XNS02G0297.1,activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123],ACVR1C(2of2)
Milk02G0339.1,XNS02G0339.1,activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173],ACVR2A
Milk22G0096.1,XNS22G0096.1,activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174],ACVR2B
Milk13G0985.1,XNS13G0985.1,activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766],ADNP
Milk14G0526.1,XNS14G0526.1,activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648],ARC
Milk16G0231.1,XNS16G0231.1,acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453],ACBD3
Milk19G0447.1,XNS19G0447.1,acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337],ACBD4
Milk13G0090.1,XNS13G0090.1,acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338],ACBD5
Milk02G0497.1,XNS02G0497.1,acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339],ACBD6(1of2)
Milk16G0684.1,XNS16G0684.1,acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339],ACBD6(2of2)
Milk13G0175.1,XNS13G0175.1,acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:17715],ACBD7
Milk17G0360.1,XNS17G0360.1,acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597],ACAD10(1of3)
Milk17G0361.1,XNS17G0361.1,acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597],ACAD10(2of3)
Milk17G0363.1,XNS17G0363.1,acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597],ACAD10(3of3)
Milk01G0794.1,XNS01G0794.1,acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211],ACAD11
Milk15G0018.1,XNS15G0018.1,acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87],ACAD8
Milk22G0709.1,XNS22G0709.1,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497],ACAD9
Milk02G0580.1,XNS02G0580.1,acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88],ACADL
Milk03G0697.1,XNS03G0697.1,acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89],ACADM
Milk17G0466.1,XNS17G0466.1,acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90],ACADS
Milk26G0157.1,XNS26G0157.1,acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91],ACADSB
Milk19G1022.1,XNS19G1022.1,acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92],ACADVL
Milk19G0166.1,XNS19G0166.1,acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119],ACOX1
Milk22G0302.1,XNS22G0302.1,acyl-CoA oxidase 2 [Source:HGNC Symbol;Acc:HGNC:120],ACOX2
Milk06G0708.1,XNS06G0708.1,"acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]",ACOX3
Milk11G0016.1,XNS11G0016.1,acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621],ACOXL(1of4)
Milk11G0017.1,XNS11G0017.1,acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621],ACOXL(2of4)
Milk11G0018.1,XNS11G0018.1,acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621],ACOXL(3of4)
Milk11G0019.1,XNS11G0019.1,acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621],ACOXL(4of4)
Milk21G0329.1,XNS21G0329.1,acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567],ACSBG1
Milk07G0918.1,XNS07G0918.1,acyl-CoA synthetase bubblegum family member 2 [Source:HGNC Symbol;Acc:HGNC:24174],ACSBG2(1of2)
Milk07G0919.1,XNS07G0919.1,acyl-CoA synthetase bubblegum family member 2 [Source:HGNC Symbol;Acc:HGNC:24174],ACSBG2(2of2)
Milk19G0782.1,XNS19G0782.1,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101],ACSF2(1of2)
Milk19G0784.1,XNS19G0784.1,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101],ACSF2(2of2)
